character,line,season,episode
Michael,"There has been a lot of murder and a lot of intrigue. My little heart can barely take it no more.  Today is the hardest I have worked in a long, long time.",6,9
Andy,I didn't do it!,6,9
Dwight,"OK, everybody just calm down.",6,9
Andy,I am calm.,6,9
Michael,On the count of three we're all going to put down our guns.,6,9
Dwight,I have crossbows.,6,9
Michael,"We'll put down our weaponry on the count of three, you ready?",6,9
Dwight,"OK, I'm ready.",6,9
Michael,"One, two, three..",6,9
Jim,"Andy revealed himself to be a double agent. At which point Dwight felt comfortable revealing that he also was double agent. And then Michael announced to everybody that - get this- he was a double agent. Oh, and it is 600.",6,9
Jim,Really?,6,9
Pam,It wasn't me. I'm not goin' down for this!,6,9
Jim,"Yeah, I want to go home.",6,9
Pam,"Get the keys out of my purse, start the car.",6,9
Oscar,Not again.,6,10
Dwight,Bow down before Recyclops.,6,10
Jim,"Five years ago, corporate said we had to start a recycling program for Earth Day so Dwight took the lead on that and introduced us to a very close friend of his named Recyclops.",6,10
Dwight,"Happy Earth Day, everyone. I'm Recyclops. Did you know that an old milk carton can be sawed in half and used as a planter?",6,10
Jim,The next year he really stepped things up.,6,10
Dwight,Who has put a number seven plastic in a number four bin?,6,10
Jim,A year after that Recylcops really began to take shape.,6,10
Dwight,Recylops will drown you in your over-watered lawns.,6,10
Jim,Then tragedy struck Recyclops when his fictional planet was attacked by some other fictitious thing... I can't remember.,6,10
Dwight,Recyclops will have his revenge.,6,10
Jim,I think this was also the year he renounced Earth Day and vowed to the destroy the planet he once loved.,6,10
Pam,"Oh my God, you guys, look. It's Recyclops.",6,10
Dwight,Recyclops destroys!,6,10
Stanley,"Oh, is today Recyclops Day?",6,10
Dwight,Yes.,6,10
Stanley,I thought you were killed by Polluticorn.,6,10
Dwight,Polluticorn wishes.,6,10
Andy,That's aerosol spray. It's terrible for the environment.,6,10
Dwight,Humans are terrible for the environment.,6,10
Pam,The thing I like most about Recyclops is that he's creating a different world for our child.,6,10
Jim,Mmm.,6,10
Pam,A world where you truly can be anything you want.,6,10
Jim,"God bless you, Recyclops. And your cold robot heart.",6,10
Michael,Ok. Ok. How 'bout this?,6,10
Pam,That's great.,6,10
Michael,"I want it to be better than 'Great', Pam. How 'bout I remain seated... and I just do a little bit of a nod. Sort of a humble thing.",6,10
Pam,Sure.,6,10
Michael,Nope. Then my face is down. They can't see my face.,6,10
Meredith,And it looks like you're taking a dump.,6,10
Michael,"Alan Brand is the CEO of the company, if title's important to you, has personally invited moi to go to New York to the shareholder's meeting and sit up on the stage with the board of directors. And at some point they are going to introduce me as the most successful branch manager that they have. And then Michael Scott turns and waves to the crowd... and the crowd goes wild.",6,10
Andy,"Ladies and gentlemen from Scranton, Pennsylvania, please welcome Michael 'The Machine' Scott.",6,10
Pam,Don't do the twirl.,6,10
Phyllis,Lose the twirl.,6,10
Dwight,The twirl sucks.,6,10
Kevin,"Michael, I hated the twirl.",6,10
Andy,Hate the twirl!,6,10
Michael,Ok. Obviously I'm not going to do the twirl. I only did it because I nailed the wave.,6,10
Phyllis,"Yeah, good. Don't do it.",6,10
Michael,"I am not going to do the twirl. Alright? It's not even a twirl, it's a spin. I might do the spin.",6,10
Oscar,The long term problem is bad investments that they need to dump. The short term problem is the company has no cash and there's no where to get it.,6,10
Michael,"Ok, Oscar, I don't need the whole enchilada just the bullet points.",6,10
Oscar,Those are the bullet points.,6,10
Michael,"Well, could you condense it please?",6,10
Oscar,That's as simple as I can make it.,6,10
Erin,Michael? The limo's here for you.,6,10
Michael,"It's not a limo. It's a town car. Town cars are actually better, though. Better torque. Better handling.",6,10
Erin,"He said limousine, so...",6,10
Kevin,"Check it out, guys. There's a limo down here. Michael, look. Oh, man.",6,10
Michael,They sent a limo.,6,10
Michael,Town cars suck. Town car is something that a company sends when they're in trouble. A limousine is something that a company sends when they have cause for celebration. And in this case I think we are celebrating me.,6,10
Michael,"Oh, wait. Wait. Wow. Wow! Oh, no way. Look at that.",6,10
Dwight,What kind of mileage does this baby get?,6,10
Erin,It's like what high school kids take to prom on tv shows.,6,10
Oscar,This is so typical of management to spend money on this. Ugh. Bunch of boobs.,6,10
Michael,Hate to break it to you Oscar but some of us like boobs.,6,10
Dwight,Calves. Calves all the way.,6,10
Andy,I'm so jealous right now.,6,10
Michael,"Hey, you know who you should be jealous of? Yourself. Because you're invited and you're invited and you're invited and you and you and you and you and you and you-",6,10
Limo Driver,Car seats eight.,6,10
Michael,What?,6,10
Limo Driver,The car seats eight.,6,10
Michael,The limo seats eight. Ok. Then Jim and Pam and Ryan plus a guest.Jim &,6,10
Pam,No thanks.,6,10
Ryan,I'll use it when you're done.,6,10
Michael,Mmm... whoa.,6,10
Oscar,"The Dunder Mifflin stock symbol is DMI. Do you know what that stands for? Dummies, morons and idiots. Because that's what you'd have to be to own it. And, as one of those idiots, I believe the board owes me answers.",6,10
Michael,I wish the windows weren't tinted so people could see us in here.,6,10
Andy,"Hey, guys, do you think anyone might have had sex in here?",6,10
Michael,Definitely.,6,10
Dwight,Smells like it.,6,10
Michael,Definitely. Look they got pillows. That. That's bigger than my bed.,6,10
Dwight,Word.,6,10
Andy,Yeah! Yeah! Yeah!,6,10
Michael,Who's playing with the button?,6,10
Jim,"Hey, Ryan. Could you start consolidating all our Rolodex information into Outlook?",6,10
Ryan,"Uh, it doesn't seem like there's much of a point if the company's going under.",6,10
Jim,But if the company doesn't go under then we'll finally have all our contacts in one program.,6,10
Ryan,"The company's probably going under, though.",6,10
Jim,Could go either way.,6,10
Ryan,Seems like it's leaning one way.,6,10
Jim,Maybe we should just wait and find out.,6,10
Ryan,Definitely.,6,10
Jim,Ok.,6,10
Ryan,So should we wait to find out before we start doing all this stuff?,6,10
Jim,Nah. Might as well do it now.,6,10
Andy,"Michael, what if somebody asks you a question at this meeting? Are you just gonna wave, or what?",6,10
Michael,I will have to answer.,6,10
Dwight,I'll ask you a question.,6,10
Andy,"Make it a softball. Something he can, like, crank out of the park.",6,10
Dwight,Michael Scott you run the most profitable branch of Dunder Mifflin. How do you do it?,6,10
Michael,"No, no. That's too hard. Say your name is Zamboni and then I will say, 'Well, we're sort of on thin ice.' I won't say that. I'll something like that.",6,10
Andy,This is your big day. Come on.,6,10
Michael,"Oh, my god. This is it.",6,10
Laurie,Mr. Scott?,6,10
Michael,Yes.,6,10
Laurie,I'm Laurie.,6,10
Michael,"Oh, hi.",6,10
Laurie,Thank you for joining us. Come with me.,6,10
Michael,"Well, thank you and, and please call - continue to call me Mr. Scott.",6,10
Laurie,Ok. If you just want to follow me I'll take you up to the lounge.,6,10
Michael,"Well, I guess this is as far as I can take you guys. So -",6,10
Andy,Kay.,6,10
Dwight,"Good luck, Michael.",6,10
Michael,See you later.,6,10
Michael,Officers. Thank you.,6,10
Laurie,"After you, Mr. Scott.",6,10
Michael,Thank you.,6,10
David,Michael.,6,10
Michael,Hello.,6,10
David,So glad you could make it.,6,10
Michael,Thank you.,6,10
David,How was the ride?,6,10
Michael,"Oh. It was awesome. Very, very sublime.",6,10
David,"I'm glad. I want to introduce you to everyone. First we'll start with Alan Brand. Alan? CEO. Michael Scott, Branch manager, Scranton.",6,10
Alan,"It's nice to meet you, Michael.",6,10
Michael,"It's nice to meet you, too. It's an honor and a privilege.",6,10
David,"Seated, we have the former congressman, Chris O'Keefe.",6,10
Michael,Ah. Your eminence.,6,10
Registrar,"For those of you with questions, please line up behind one of the four microphones that have been placed in the aisles.",6,10
Dwight,"Coming through. Che, che, che, che, che, che. Excuse me. Excuse me. Excuse me. Excuse me. Ah. Damn it. Wha- okay",6,10
Dwight,"I was hoping to lob Michael his softball question early. I wanted to swing by the garment district, pick up a few crates of my shirts. I got a shirt guy.",6,10
Oscar,"Can you believe this? The money they spent on this convention hall. Excuse me, miss. I just want to take the stupid board of directors by their necks. This is so simple.",6,10
Andy,"Yeah. Well, you should do that. Get in line.",6,10
Oscar,"Oh, what a great idea and lose my job. No thank you.",6,10
Andy,"Look, do you want to be able to tell your grandkids you stood up for yourself during the - America's biggest financial crisis?",6,10
Dwight,How is he gonna have grandkids?,6,10
Michael,You guys ever protect the president?,6,10
Security,No.,6,10
Michael,What about Madonna? Or Obama twins? Anybody famous?,6,10
Security,Not supposed to talk about it. Nelly Furtado.,6,10
Alan,"Alright, guys. You ready?",6,10
Michael,Rock and roll.,6,10
Alan,Dunder Mifflin is still a strong company. We are poised to come through this more streamlined and profitable than ever.,6,10
Michael,This is not as much fun as I thought it would be.,6,10
David,It was fun when we weren't on the brink of bankruptcy.,6,10
Michael,"We're going bankrupt, you think? They are really angry.",6,10
Alan,The shareholders need to empower our leadership -,6,10
Dwight,No. You will not.Woman in line Excuse me?,6,10
Dwight,"Oh, I'm sorry. Were you raised in a household with no consequences?Woman in line It'll just be a second.",6,10
Dwight,Oh. If onlys and justs were candies and nuts then every day would be Erntedankfest.,6,10
Alan,"... and we're confident. There are many things to be optimistic about in Dunder Mifflin's future and one of them is here with us today. Michael Scott, Scranton Branch manager.",6,10
Dwight,Yes.,6,10
Alan,"In these uncertain times, Michael has managed to maintain steady profits from his Scranton branch. We all thank you, Michael. Another bright spot in the Dunder Mifflin landscape, our new waste pulp re-purposing plant in Milford.",6,10
Jim,"Hey, Phyllis. Are you just getting back from lunch now?",6,10
Phyllis,Bob took me to Capello's. We got a little tipsy.,6,10
Jim,Ok. You shouldn't be telling me that stuff and also shouldn't be taking two hour lunches without telling me.,6,10
Phyllis,"Oh, it's ok. Michael doesn't really care about these things.",6,10
Jim,I care about them and I'm just as much of a boss as Michael. What's so funny? I'm a co-manager.,6,10
Stanley,That doesn't make you a boss.,6,10
Phyllis,It's not like you can fire people or anything.,6,10
Jim,"Well - who? How did you? Who, who told you this?",6,10
Phyllis,Ryan.,6,10
Stanley,Can't say.,6,10
Phyllis,Sorry. Plastered.,6,10
Jim,Ok. Who else has heard the rumor that I am not as much in charge as Michael?,6,10
Pam,Stuff gets around. I don't participate.,6,10
Jim,Who here heard it from Ryan?,6,10
Kevin,Does and email count?,6,10
Jim,Yes.,6,10
Kevin,Yeah.,6,10
Jim,I am just as much of a boss as Michael and I can do anything that Michael can do. Alright? Who here believes that I have as much power as Michael?,6,10
Pam,I forgot I have to support him no matter what. Close one.,6,10
Oscar,These questions are bush league.,6,10
Andy,You should get up and say something. You've got to be true to what's in there. Don't be a wuss.,6,10
Andy,"I've always been the guy who can rally other people to rebel. In high school I organized a walk out over standardized testing. Got over 500 students to just skip the SATs. At the last second I chickened out, took it anyway, got a 1220, always regretted it. I feel lachrymose .",6,10
David,"Believe me everyone is working very hard, working weekends, struggling, trying to right the ship.",6,10
Shareholder,You're a criminal.,6,10
Michael,"Hey, hey, hey. I'm sorry. These are not criminals. They are nice. They invited me to come here today. They invited me to their hospitality suite where I had free food and it was delicious. Get this. Know how nice they are? The sent a stretch limo all the way to pick me up in Scranton. That's -",6,10
Female Shareholder,Limousine?,6,10
Michael,Yes.,6,10
Second Shareholder,You're all corrupt. You should be in jail.,6,10
Alan,"Quiet! Quiet, please! Please, quiet! Quiet, please. We want to hear your questions.",6,10
Ryan,Do you love her or do you love the idea of her?,6,10
Creed,"I don't know, man. I just don't know.",6,10
Jim,I gotta make an example out of him. Should I just fire him?,6,10
Pam,Can you actually fire people?,6,10
Jim,"To be honest, I don't know, but maybe I could just yell at him in front of people.",6,10
Pam,"Well, I can't really imagine you yelling at anyone.",6,10
Jim,"Oh, well I yell. You've heard me yell.",6,10
Pam,"Oh. Ok. I've heard you exclaim. Like the time you said, 'Hey, look. We parked over here!'.",6,10
Jim,"Well, that was apple-picking day and there's no need to yell that day, you know. I was just excited to find the car. Perfect end to a perfect day.",6,10
Pam,"Well, you'll figure it out.",6,10
Alan,Ok. We're gonna take a 15 minute break and then we're gonna answer more questions.,6,10
Third Shareholder,You haven't said anything yet and we're headed for bankruptcy.,6,10
Michael,"Yeah, well, that's not gonna happen. That's not gonna happen. We'll be back with some answers. I - ok. I know that you're mad at me and you're mad at all them -",6,10
Fourth Shareholder,How are you gonna fix the company?,6,10
Michael,"Ok. Alright. We are gonna - we're gonna go out there during this break and we are gonna come back with a plan. We're gonna come back with a plan for you. It's a 45 day plan. 45 days to get us back on track. 45 points. It's a 45 day/45 point. One point per day. We get the 45 points we are back in business. And you can take that to the bank. And Limo Lady, we are going completely carbon neutral. I love you, New York! You. You.",6,10
Jim,"Hey, Ryan. How's it going?",6,10
Ryan,"Here's the thing. Um, I've tried it like five different ways in my head and - Oh, got one. Um, I'm such a perfectionist...",6,10
Jim,Mmm-hmm.,6,10
Ryan,That I'd kinda rather not do it all then do a crappy version.,6,10
Jim,"Simple data entry, though. So there's really only one way to do it.",6,10
Ryan,Sounds like you have a really specific vision for it. Do you wanna maybe just take a whack at it?,6,10
Jim,You know what?,6,10
Ryan,What?,6,10
Jim,I think I know the problem.,6,10
Ryan,Great.,6,10
Jim,I think you seem distracted.,6,10
Ryan,"Yep, that is a problem.",6,10
Jim,"But, you know what? I came up with something and I think it's really gonna help.",6,10
Ryan,"Well, I'm glad you're finally being proactive, Jim.",6,10
Jim,"I am, too. Let me show you.",6,10
Michael,Wow. Things are really picking up.O',6,10
Keefe,What was that about?,6,10
Michael,What?,6,10
Alan,You were supposed to wave.,6,10
Michael,I did wave. I did a lot more than wave.,6,10
David,What are we supposed to tell them now? Ok? You've dug us quite a hole.,6,10
Michael,"We tell them the plan, right?",6,10
David,There is no plan.,6,10
Michael,"Here's what we're gonna do. The 45 day thing that I outlined, we go with that. Day 45, company saved. Day 44, go. What do we got? We have 15 minutes.O'",6,10
Keefe,Excuse me?,6,10
Michael,Just whatever comes to mind. Shout it out.O',6,10
Keefe,Who the hell is this guy?,6,10
Michael,I am the guy who roused that crowd.,6,10
David,Yes.,6,10
Michael,Got them on their feet.,6,10
David,Yes.,6,10
Michael,They were so happy down there.,6,10
David,Yes.,6,10
Alan,Who cares?,6,10
Michael,"Ok. Alright. Well, I know a guy. This Mexican guy. He is a math whiz. He knows economics as well as he knows bull fighting and I am going to call in a little favor.",6,10
David,"No. No. No. No. No. No. Don't call anybody, Michael.",6,10
Michael,"Well, I'm texting him, so.",6,10
David,"Please do not text anybody, now, Michael.",6,10
Michael,It's done.,6,10
Michael,"Oh. There he is. Come on in. Come on in. Gentleman, I would like you to meet Oscar. Come on in. Don't be shy. This is Oscar Martinez. Oscar, why don't you come over here. Let me present you. Step up. Step up there. Oscar is an accountant extraordinaire at the Scranton branch and he has a wonderful idea as to how to get us out of this murky, murky situation. Take it away.",6,10
Jim,"I think this is really gonna help. If you could just hold up here one second. Hey, guys. Quick announcement. If I could just have everyone's attention. I just figured you needed a place where you can concentrate and not be bothered by bothering people.",6,10
Ryan,Mmm-hmm.,6,10
Jim,"Let me show you what I mean. Your new office. How great is that, right? For a job well done. Well, not done.",6,10
Ryan,"I will, uh, I will do my work right now. I will stay late tonight.",6,10
Jim,Right.,6,10
Ryan,"Uh, I'm very sorry... about everything.",6,10
Jim,You're a good kid. You know what? It gets bigger once you're in there. Enjoy it.,6,10
Ryan,Is there internet?,6,10
Oscar,Ummm...,6,10
Michael,Tell them what you told me. This is genius.,6,10
Oscar,Ok,6,10
Michael,Tell them about the cash flow and the dumping of properties and - this is all -,6,10
Oscar,Um..,6,10
Michael,It's all good. It's all good stuff. Lay it on them.,6,10
Oscar,"I feel, as does Mr. Scott, that we are in the best of hands. Capable hands.",6,10
Michael,That wasn't what you were saying to me. He was much more articulate and that was better. Much better.,6,10
Oscar,I think this has gone very well and I thank you.,6,10
Michael,"O-kay. Oh... hey, hey. What are you doing?",6,10
Oscar,"Michael, I didn't ask to come up here.",6,10
Michael,"Wow, man. That -",6,10
Oscar,What?,6,10
Michael,That was embarrassing.,6,10
Oscar,For me.,6,10
Michael,"For me, too. You embarrassed me.",6,10
Oscar,You -,6,10
Michael,"Well, that was a waste of a text. Let's get down to brass tacks. I think that we might be in trouble. We don't seem to have a plan so I'm thinking I go down there. Maybe rattle off a few jokes. Congressman could follow. O'",6,10
Keefe,He's our best manager? Where's the off button on this moron?,6,10
Michael,"Uh, I'm not a moron. Time after time my branch leads in sales. I have personally won over 17 Dundie awards. So, I am not a moron and I am just trying to help, you know? So... you're the moron.",6,10
Michael,"Yes it is a thrill to be honored by one's company. To have the people that you work for stop for a minute and say, 'Wow. Great job.' That is what it is all about. Not the perks. Perks? The perks. I could take or leave the perks. Limos are for people who make the company money not lose millions and have no plan. So we're leaving early. After all, we are the only ones with anything to celebrate.",6,10
Keefe,He can take the bus. He's had his limo ride.,6,10
Michael,Oscar! Oscar! Come on! There he is! There he is! Go! Go! Go! Go! Go! Go! Go! Scranton! Scranton! Scranton! Dunder Mifflin!,6,10
Alan,"The gentleman in the, uh, glasses.",6,10
Dwight,"Dwight Schrute, Scranton branch. I just want to say that I have been standing in this line all day and if this line is any indication of how this company is being run then we are in big trouble. Thank you. Right. I know. And I just want to say that I believe that there are options out there. A take a number option like they have in a deli. What about line varieties? Like an express line for quick comments of ten words or less. They can move much more efficiently. What about ropes along the lines that you can hold on to.",6,10
Alan,Thank you. Thank you for your suggestions.,6,10
Dwight,Yeah.,6,10
Andy,You wanted to see me?,6,11
Michael,"Yeah, Have a seat.",6,11
Andy,Is it serious?  Wow. Andy's a wittle scared.,6,11
Michael,"Okay, right there is the problem. There have been reports around the office that you have been talking baby talk.",6,11
Andy,Why would people say that?,6,11
Michael,I have it on good authority that you said the following.  Can you read that back to me?,6,11
Andy,Andy have a boo-boo tummy.,6,11
Michael,Mmm-hmm.,6,11
Andy,"Would you rather me say ""Hey guys, my irritable bowel syndrome is flaring up?""",6,11
Michael,Okay.,6,11
Andy,"""Crazy diarrhea happening right now?"" Cause things can get real adult real fast.",6,11
Michael,"You are also on record as saying ""wittle-ittle,"" ""footy-wutties,"" ""nummies,"" ""jammies,"" ""make boom-boom,"" ""widiculous,"" and ""wode iwand.""",6,11
Andy,"Do I sometimes replace Rs with Ws? Yes. Do I sometimes repeat a word to get my point across? Well if I do, Andy's sowwy.",6,11
Michael,You can't be a baby in the office. It makes me look like I hire babies.,6,11
Andy,"Well if I we're complaining, a lot of people think your Elvis voice is annoying.",6,11
Michael,"Okay, who said that?",6,11
Andy,"I don't-just people. For the record, I think it's pretty fantastic.",6,11
Michael,"Well, thank you... thank you a lot. And for what it's worth I think your baby voice is tops.",6,11
Andy,Tank you Mr. Elwis.,6,11
Michael,"You're welcome, baby.",6,11
Andy,"Dr. Tuna, MD, I have some terrible news.",6,11
Jim,"Wait, are you the patient or the doctor?",6,11
Andy,The entire office has come down with a pernicious case of the Mondays.,6,11
Jim,"Wow, what do you put our chances at?",6,11
Andy,"0%, unless we perform an immediate emergency morale transplant, stat!",6,11
Jim,"Hmm, sounds risky.",6,11
Andy,Don't worry. There is a surefire cure. Employee of the Month. Every awesome place I've worked has had one.,6,11
Andy,"Bear Stearns, Lehman Brothers, AIG, my summer at Enron.",6,11
Jim,"Wow, that's not such a bad idea.",6,11
Andy,Great!,6,11
Jim,Anything else?,6,11
Andy,Nope!,6,11
Erin,Frankie's Dirty Joke of the Day? There's a bunch of those.,6,11
Michael,Keep.,6,11
Erin,"There's a bunch of Sent e-mails that jusy say ""Delivered."" Should I delete all of those?",6,11
Michael,I want to keep those so I can see what I sent.,6,11
Erin,"That's why you have a ""Sent Mail"" folder.",6,11
Michael,Keep.,6,11
Erin,"There's about 30 news alerts for ""Nip Slip.""",6,11
Michael,For what?,6,11
Erin,"""Nip slip.""",6,11
Michael,Oh okay. I don't know how those got on there...,6,11
Erin,Well...,6,11
Michael,Must be hackers.,6,11
Jim,Hey. What's up?,6,11
Michael,"What if I told you I had done the worst thing ever, would you still want to be my friend?",6,11
Jim,Did you murder someone?,6,11
Michael,Worse than that.,6,11
Erin,"Oh, my God.",6,11
Michael,Lurk much?  I miss Pam.,6,11
Jim,I think she's okay.,6,11
Michael,"Is that what we're going for now? ""okay?"" We used to go for ""pretty good.""",6,11
Jim,"Great. Hey, how do you feel about starting an Employee of the Month program?",6,11
Michael,"Yeah, you know what, that actually might make me feel better. I'm not in this for the trophies, but...",6,11
Jim,"You're not in it at all, because you can't be employee of the month, you're a manager.",6,11
Michael,"Well, technically, I'm a co-manager, and I barely have any responsibilities, but I work hard, I love this company, and for those reasons, I think I would make a good employee of the month.",6,11
Jim,It would look bad. Sorry.,6,11
Michael,"It would look good, on my mantle.",6,11
Andy,Jim's talking to Michael right now. They totally went for our idea!,6,11
Dwight,Yeah! Your idea.,6,11
Dwight,"My idea. I just need Andy to think it's his idea. So it won't get traced back to me. In approximately six hours, Jim will get a phone call from David Wallace. He will be fired.",6,11
Erin,"Hey Pam, do you have a sec to check over this inventory?",6,11
Pam,Looks great.,6,11
Erin,"Oh, did you really look it over? Felt like maybe you didn't.",6,11
Pam,Okay.  The Michael Scott Foundation is still in existence?,6,11
Michael,There you are. I don't think we have finished with my Inbox.,6,11
Phyllis,"What's ""Scott's Tots?""",6,11
Stanley,Has it really been ten years?,6,11
Stanley,"""Local businessman pledges college tuition to third graders""",6,11
Pam,"Michael, why did you promise that?",6,11
Michael,To change lives.,6,11
Pam,"No Michael, why would you promise that?",6,11
Michael,"Yeah, okay. Call the school, cancel. I can't go through with this.",6,11
Erin,We've already rescheduled seven times.,6,11
Pam,"Michael, this is a terrible terrible thing you've done.",6,11
Michael,Well...,6,11
Pam,It's terrible.,6,11
Michael,No.,6,11
Pam,"Just terrible. And the longer you put it off, the worse it's going to get.",6,11
Michael,"I just, I fell in love with those kids. and I didn't want to see them fall victim to the system, so I made them a promise. I told them that if they graduated from high school, I would pay for their college education. I've made some empty promises in my life, but hands down, that was the most generous.",6,11
Michael,"Just tell me it is going to be okay, all right?",6,11
Pam,No!,6,11
Michael,"I'm not a bad person, I bring good news. Like when I promised those kids I'd pay for college. Okay, all right.",6,11
Pam,You have to tell them.,6,11
Michael,"Would you come with me? You know, like old times, instead of...",6,11
Erin,I can print out a new itinerary with Pam's name on it.,6,11
Pam,"It's fine. Erin, you're going to go. And you're going to make sure Michael tells the truth.",6,11
Michael,"Agh, God, you know what, could this day get any worse?",6,11
Dwight,"Hey Jimmy, what's up?",6,11
Jim,Not much.,6,11
Dwight,"Cool. Very cool. I bet if you tried, you could grow the best beard of anyone in this office.",6,11
Jim,Thanks Dwight.,6,11
Dwight,That laugh is so infectious.,6,11
Jim,You're creeping me out. I'm gonna go.,6,11
Dwight,I didn't mean any of those things I just said. And you can expect the same from everyone in this office if you don't nip this whole Employee of the Month situation in the bud. Make it about the work.,6,11
Jim,"Let me guess, you think you should get it.",6,11
Dwight,"This encompasses all available data. Hours, tardiness, unconfirmed sick days, participation. Everyone has been assigned a random number for total fairness and transparency. Also, this should be accompanied by a monetary prize.",6,11
Jim,"Well, in an ideal world...",6,11
Dwight,"In an ideal world, I would have all ten fingers on my left hand, so my right hand could just be a fist for punching.",6,11
Jim,"Okay, if it's all the same to you, I'm just going to take away ""Survival Skills"" and ""Self-defense.""",6,11
Dwight,I'm going to run this by Toby and Accounting and have him assemble the data.,6,11
Jim,"That's okay, I'll do it.",6,11
Mikela,Mr. Scott?,6,11
Michael,"Hey, Mikela Lasker, how are you?",6,11
Mikela,I'm good.,6,11
Michael,Good to see you. Where's your saxaphone?,6,11
Mikela,"It's in the music room, Mr. Scott.",6,11
Michael,"Eigth grade graduation, she gave a rendition of When The Saints Go Marching In that would blow your freaking mind.",6,11
Erin,Wow!,6,11
Michael,"Well, you didn't even hear it.",6,11
Mikela,Everyone's so excited that you're here today.,6,11
Michael,"Oh, good.",6,11
Mikela,"Now, I know you probably want to see everyone, but I was wondering if I could ask you some questions first?",6,11
Michael,Sure.,6,11
Erin,You're famous.,6,11
Mikela,I'm sure you remember this place.,6,11
Michael,"Oh, yeah.",6,11
Mikela,Do you want to go in?,6,11
Michael,"No, not at all. Nope, come on.",6,11
Michael,"Oh, you know what? You know what? I shouldn't go in there. I'm pretty busy, I should just...",6,11
Mikela,We just want to say thanks.,6,11
Michael,Oh.,6,11
Students,Mr. Scott! Mr. Scott! Mr. Scott!,6,11
Teacher,"Mr. Scott, I know you're a busy man, and your schedule moves around a lot. But through all your generosity through the years, your tots, who are ready to graduate, thought it was time to give you a proper thank you.",6,11
Students,"Oh! What? Oh! Break it down! Hey, Mr. Scott! What you gonna do? What you gonna do, make our dreams come true! Hey, Mr. Scott! What you gonna do? What you gonna do, make our dreams come true! Hey, Mr. Scott! What you gonna do? What you gonna do, make our dreams come true!",6,11
Lefevre,"You came into our lives and made a promise, made us honest, made us realize, we don't need to compromise, cause we can have it all! Cause you made it possible, for us to achieve the improbable!",6,11
Students,"Hey, Mr. Scott! What you gonna do? What you gonna do, make our dreams come true!",6,11
Michael,Wow!,6,11
Dwight,"Hey, so Jim thought it would be ideal if we all pitched in-",6,11
Kevin,Hey.,6,11
Dwight,So Jim thought it would be ideal if we all pitched in a 20 for this whole Employee of the Month thing.,6,11
Kevin,Jim said that?,6,11
Dwight,He thought you were doing an incredible job last month.,6,11
Kevin,Jim said that?,6,11
Dwight,You seem suprised.,6,11
Kevin,"No, no, that makes total sense.",6,11
Dwight,"Hey buddy, so every-",6,11
Oscar,Sure.,6,11
Dwight,Five minutes ahead of schedule. Right on schedule.,6,11
Teacher,"Politicians are always coming around, telling us they're going to fix our schools, promising this and that. But you, Mr. Scott, you are actually doing it. You have taught these kids with hard work, that anything is possible. You are a dream maker and I thank you! I thank you, I thank you, I thank you, I thank you! So much.",6,11
Lefevre,"There were a lot of times over the years where I was pressured to get into the drug game. But I always thought back to my guardian angel, and the gift that you gave me. So I just want to thank you for giving me the opportunity to go to college, educate myself, and become the next President Obama.",6,11
Michael,"Oh, God. Oh, God.",6,11
Jim,"Okay, ladies and gentlemen, Welcome. I know you're all very excited, but no matter who gets this, I just want to say that you are all employees of the monthin my eyes. And the winner is, employee number nine. And that is?",6,11
Andy,"Number nine, number nine. Jim Halpert.",6,11
Everyone,Huh? What?,6,11
Oscar,Are you kidding me?,6,11
Dwight,"Oh, no!",6,11
Jim,"Okay, wait, I was not... I did not-",6,11
Kevin,I... I... I did not... That was not... How come not?,6,11
Jim,"Guys, listen. This was anonymous, all right? There is no way I could've given it to myself because I didn't even know who was on here. I just gave it to the employee with the highest overall score.",6,11
Angela,"To my tally, you just won back your own parking spot, a vacation day, and a nice, tidy quarter of $1,000 from all of us.",6,11
Jim,"Will everybody stop for a second, because obviously I'm not taking any of it. A mistake has been made and we'll figure it out. Second of all, there was no cash prize.",6,11
Angela,Yes!,6,11
Jim,Dwight?,6,11
Dwight,"Yeah, you said ""In an ideal world, there would be a cash prize."" Isn't that what you said?",6,11
Jim,"No, Dwight, I meant... Yes, in a perfect world, someone would get money. But-",6,11
Phyllis,"Yeah, but in your perfect world, only you get money.",6,11
Teacher,"Let's put your hands together and give a warm welcome for the man of the hour, Mr. Michael Scott.",6,11
Michael,"All right. Wow. Um, I am never going to forget today. Not a chance. I don't think I could ever give back to you what you have given me today. Who here has done something stupid in their lives? Like skipped out on study hall or mix up the difference between ""A"" gym and ""B"" gym, that sort of thing? Show of hands, anybody, yes, a bunch of you, okay. Well, me too, I've done something stupid which I would like to share. Ummm. Should we go?",6,11
Teacher,"Oh, no. We're okay. It's a double period",6,11
Michael,"Ah. All right. I came here today because I promised you tuition and tuition is very valuable. But you know what's invaluable is intuition. You know what that is? That is the ability to know when something is about to happen. Does anybody out there have intuition? Know what's gonna happen next? Nobody? Okay, you're going to make me say it. All right, I am so proud of all of you. Derrick, and Lefevre, and Ben, and Ayana, and Mikela, and Nikki and Jason, and... I'm sorry, okay, sorry spacing, your name?",6,11
Zion,"I'm Zion, I'm Mikela's younger brother.",6,11
